Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,IPv4_Num,NumOfIPs,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
sorelobuv.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,74,1755322295,1,0,0,0,0,46805,200,Apache,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,11,True,False,United States,1
alphaindustriesmikinask.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,58,2890115774,2,0,0,0,0,13335,200,cloudflare,3.64,0.35,0.62,0.0,0.0,2,3,0,0,False,25,True,True,Canada,1
deuter-slovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,40,3301231173,1,0,0,0,0,58065,200,Apache,3.54,0.32,0.58,0.0,0.05,2,3,0,1,False,18,True,False,Finland,1
teraz.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,86,1833387852,1,1,1,0,0,50128,200,nginx,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
adidascena.sk,Gransy s.r.o.,4.0,4.0,Let's Encrypt,50,3304430070,1,0,0,0,0,41564,200,Apache,3.03,0.38,0.54,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,1
ciernanadtisou.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,72,773614577,1,1,1,1,1,197019,200,Apache,3.62,0.41,0.53,0.0,0.0,2,2,0,0,False,16,False,False,Czechia,0
pizzerianamajeri.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,40,2328452291,1,1,1,1,1,24940,200,Apache,3.43,0.42,0.53,0.0,0.0,2,2,0,0,False,18,False,False,Germany,0
hokateniskysk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,61,3304430052,1,0,0,0,0,41564,200,Apache,3.2,0.31,0.62,0.0,0.0,1,2,0,0,False,15,True,True,Slovakia,1
skechers-tenisky.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,76,1746222949,2,0,0,0,0,13335,200,cloudflare,3.33,0.26,0.63,0.0,0.05,1,2,0,1,False,18,True,False,Canada,1
baneko.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,59,3645054522,1,1,1,1,1,5578,200,nginx,2.95,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
corteiz.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,29,3301248099,1,0,0,0,0,41564,200,Apache,3.32,0.3,0.6,0.0,0.0,2,2,0,0,False,9,False,False,Poland,1
oma.sk,"Platon Technologies, s.r.o.",4.0,1.0,None,77,3114381085,1,1,1,0,0,5578,200,Apache/2.4.63 (Debian),2.58,0.33,0.5,0.0,0.0,1,2,0,0,False,5,False,False,Slovakia,0
koifootwearbratislava.sk,NETIM,4.0,3.0,ZeroSSL,36,3304375096,1,0,0,0,0,41564,403,Apache/2,3.64,0.42,0.54,0.0,0.0,2,3,0,0,False,23,True,False,Singapore,1
bernik-partneri.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,79,2328474461,1,1,1,0,1,24940,200,nginx,3.46,0.28,0.61,0.0,0.06,1,3,0,1,False,17,False,False,Germany,0
kupelenimnica.sk,EuroNET Slovakia s.r.o.,4.0,3.0,Let's Encrypt,53,3587669149,1,1,1,0,1,5578,200,Apache/2.4.63 (FreeBSD) OpenSSL/1.1.1w-freebsd mpm-itk/2.4.7-04 PHP/7.4.32,3.5,0.38,0.56,0.0,0.0,1,2,0,0,False,15,True,False,Slovakia,0
ospreybratislava.sk,NETIM,4.0,3.0,Google Trust Services,80,1746223105,7,0,0,0,0,13335,403,cloudflare,3.64,0.37,0.58,0.0,0.0,2,3,0,0,False,18,True,False,Canada,1
peakperformanceslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,65,1746235393,7,0,0,0,0,13335,200,cloudflare,3.63,0.33,0.63,0.0,0.0,2,3,0,0,False,26,True,False,Canada,1
pumashopsk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,57,3304430040,1,0,0,0,0,41564,200,Apache,3.03,0.23,0.69,0.0,0.0,1,3,0,0,False,12,True,True,Slovakia,1
kasinosprievodca.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,66,1296984067,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.58,0.37,0.58,0.0,0.0,2,3,0,0,False,18,True,False,Czechia,1
hotelcomfort.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,61,3560513572,1,1,1,1,1,48689,200,nginx,3.46,0.27,0.67,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
perfektneobrazy.sk,Websupport s.r.o.,4.0,3.0,None,0,621390088,1,0,1,0,0,51013,200,openresty,3.68,0.33,0.61,0.0,0.0,2,3,0,0,False,17,False,False,Slovakia,0
baltes.sk,"WEBY GROUP, s.r.o.",4.0,3.0,None,0,1572356496,1,1,1,0,1,29405,200,nginx,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
kosickanovaves.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,67,773614577,1,1,1,0,0,197019,200,Apache,3.18,0.35,0.59,0.0,0.0,1,2,0,0,False,16,False,False,Czechia,0
skiland.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,67,1356055265,1,1,1,0,0,24806,200,Apache/2.4.41 (Ubuntu),2.92,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
fitkomape.sk,"ELBIA, s. r. o.",4.0,3.0,None,0,1450109216,1,1,1,0,1,29405,200,RANDOM,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
lowaobuvoutlet.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,48,1746223105,7,0,0,0,0,13335,200,cloudflare,3.45,0.41,0.53,0.0,0.0,2,2,0,0,False,16,True,False,Canada,1
kasinosk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,40,1746227854,2,1,1,0,0,13335,200,cloudflare,2.59,0.27,0.64,0.0,0.0,1,2,0,0,False,10,True,True,Canada,1
backlinks.sk,Gransy s.r.o.,4.0,3.0,None,0,1360994726,1,1,1,1,1,24971,200,Apache,3.02,0.17,0.75,0.0,0.0,1,3,0,0,False,11,False,False,Czechia,0
balenciagaslovensko.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,26,2783395848,1,0,0,0,0,48950,200,Apache,3.57,0.36,0.59,0.0,0.0,2,3,0,0,False,21,True,False,Germany,1
barefootovo.sk,Websupport s.r.o.,4.0,3.0,ZeroSSL,4,3108035365,1,1,1,0,0,43541,200,nginx,3.24,0.43,0.5,0.0,0.0,2,2,0,0,False,13,True,False,Czechia,0
b-mat.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,40,621390351,1,1,1,1,1,51013,200,Apache/2.4.59 (Debian),3.0,0.12,0.62,0.0,0.12,1,2,0,1,False,7,False,False,Slovakia,0
onio-sk.sk,Gransy s.r.o.,4.0,3.0,None,0,3107120582,1,1,1,0,0,24641,0,None,2.72,0.3,0.5,0.0,0.1,2,2,0,1,False,9,False,True,Czechia,1
winwin.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,61,3560513664,1,1,1,1,1,48689,200,nginx,2.5,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,1
abadio.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,15,621391773,1,1,1,0,1,51013,200,openresty,2.95,0.44,0.44,0.0,0.0,2,2,0,0,False,8,False,False,Slovakia,0
palladiumslovakia.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,54,2665349661,1,0,0,0,0,63119,200,Apache,3.38,0.4,0.55,0.0,0.0,2,3,0,0,False,19,True,False,United States,1
balucci.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,None,0,1559297387,1,1,1,0,0,29405,200,None,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
webcamflorida.blogspot.sk,None,None,None,Google Trust Services,65,2398823489,1,0,0,0,0,15169,200,GSE,4.05,0.28,0.64,0.0,0.0,1,3,0,0,False,24,False,False,United States,1
bielylotus.sk,ZONER s.r.o.,4.0,3.0,DigiCert Inc,215,3653661370,1,1,1,0,0,34222,200,Apache,3.39,0.38,0.54,0.0,0.0,2,2,0,0,False,12,False,False,Czechia,0
hotelphoenix.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,61,3645054556,1,1,1,1,1,5578,200,nginx,3.51,0.33,0.6,0.0,0.0,2,3,0,0,False,14,False,False,Slovakia,0
columbiasportswear.sk,MarkMonitor International Limited,4.0,3.0,None,0,2889914319,2,0,0,0,1,13335,0,None,3.88,0.33,0.62,0.0,0.0,2,4,0,0,False,20,False,False,Canada,1
vinarskydom.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,69,1559297298,1,1,1,0,0,29405,406,None,3.52,0.29,0.64,0.0,0.0,1,3,0,0,False,13,False,False,Slovakia,0
medzev.sk,"INTERNET CZ, a.s.",4.0,2.0,Let's Encrypt,60,1482057222,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Czechia,0
somcarovna.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,88,55122796,2,1,1,0,1,16509,200,openresty,3.24,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Germany,0
beneholding.sk,"ACTIVE 24, s.r.o.",4.0,3.0,None,66,1410344864,1,0,0,0,0,31679,200,nginx,3.52,0.29,0.64,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
salomonski.sk,"WebHouse, s.r.o.",4.0,3.0,None,385,1450111946,1,0,0,0,0,29405,200,Apache,3.03,0.31,0.62,0.0,0.0,1,3,0,0,False,12,False,False,Slovakia,1
microsoftonline.sk,"INTERNET CZ, a.s.",2.0,2.0,None,0,3266729147,1,0,0,0,0,24806,200,Apache/2.4.62 (Debian),3.57,0.33,0.61,0.0,0.0,1,2,0,0,False,17,True,False,Czechia,1
barber-family.sk,Websupport s.r.o.,4.0,1.0,Sectigo Limited,183,621391796,1,1,1,0,0,51013,200,openresty,3.62,0.31,0.56,0.0,0.06,1,2,0,1,False,15,False,False,Slovakia,0
bajakov.sk,"WebHouse, s.r.o.",4.0,3.0,None,385,1450111973,1,1,1,0,1,29405,200,Apache,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
kupno-predajna-zmluva.sk,"ACTIVE 24, s.r.o.",4.0,2.0,None,0,521079330,1,0,1,0,0,25234,200,nginx,3.97,0.29,0.58,0.0,0.08,1,3,0,1,False,23,True,False,Czechia,1
veja-tenisky.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,40,3304094190,1,0,0,0,0,41564,200,Apache,3.51,0.33,0.53,0.0,0.07,1,2,0,1,False,14,True,False,Germany,1
hotelmalina.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,74,1559297283,1,1,1,0,0,29405,200,None,3.52,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
stussysk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,45,2783395878,1,0,0,0,0,48950,200,Apache,2.22,0.18,0.73,0.0,0.0,1,2,0,0,False,10,False,True,Germany,1
onrunning-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,50,3304451743,1,0,0,0,0,58065,200,Apache,3.11,0.2,0.67,0.0,0.07,1,2,0,1,False,14,False,True,Austria,1
hotelcentrum.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,70,1559297387,1,1,1,0,0,29405,200,None,3.64,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Slovakia,0
marionnaud.sk,RAINSIDE s.r.o.,4.0,3.0,DigiCert Inc,144,399211535,1,1,1,0,1,16625,0,None,3.39,0.38,0.54,0.0,0.0,2,2,0,0,False,12,False,False,United States,0
spisskevlachy.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,81,1450111947,1,1,1,0,1,29405,200,Apache,3.38,0.25,0.69,0.0,0.0,1,3,0,0,False,15,False,False,Slovakia,0
birkenstock-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,80,3304430067,1,0,0,0,0,41564,200,Apache,3.34,0.18,0.71,0.0,0.06,1,3,0,1,False,16,False,True,Slovakia,1
coachsk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,73,1755316961,1,0,0,0,0,41564,200,Apache,2.72,0.2,0.7,0.0,0.0,2,4,0,0,False,9,False,True,United Kingdom,1
bakotrade.sk,Smartweb s.r.o.,4.0,3.0,Let's Encrypt,38,1833606620,1,1,1,1,1,29405,200,nginx,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
trebisov.sk,INVER spol. s r.o.,4.0,3.0,Let's Encrypt,72,1514208489,1,1,1,0,0,15962,200,Microsoft-IIS/10.0,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
vivaiatopanky.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,76,2783395860,1,0,0,0,0,48950,200,Apache,3.33,0.44,0.5,0.0,0.0,3,2,0,0,False,15,True,False,Germany,1
ba-auto.sk,"Webglobe, a.s.",4.0,3.0,None,373,3283482893,1,1,1,1,1,48689,200,nginx,3.12,0.4,0.4,0.0,0.1,2,2,0,1,False,9,False,False,Slovakia,0
karllagerfeldsk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,37,2890105518,2,0,0,0,0,13335,200,cloudflare,3.2,0.22,0.72,0.0,0.0,1,4,0,0,False,17,False,True,Canada,1
baldor-design.sk,"WebCreators, s. r. o.",4.0,2.0,Let's Encrypt,42,1364801645,1,1,1,0,1,29405,200,LiteSpeed,3.75,0.25,0.62,0.0,0.06,1,2,0,1,False,15,False,False,Slovakia,0
minikids.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,50,3283482669,1,1,1,1,1,48689,200,nginx,2.66,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
vcelarka.sk,"Webglobe, s.r.o.",4.0,2.0,Let's Encrypt,40,763905639,1,1,1,1,1,44803,200,Apache,3.1,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Denmark,0
fendibratislava.sk,NETIM,4.0,3.0,Let's Encrypt,53,3304375068,1,0,0,0,0,41564,403,Apache/2,3.68,0.33,0.61,0.0,0.0,1,2,0,0,False,17,True,False,Singapore,1
eccoo-buv.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,62,1746229252,2,0,0,0,0,13335,200,cloudflare,3.25,0.33,0.5,0.0,0.08,2,2,0,1,False,11,False,False,Canada,1
michaelkorskabelka.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,55,3304536103,1,0,0,0,0,41564,200,Apache,3.5,0.33,0.62,0.0,0.0,2,3,0,0,False,20,True,False,Canada,1
robux0sn.blogspot.sk,None,None,None,Google Trust Services,65,2398823489,1,0,0,0,0,15169,404,GSE,3.65,0.2,0.65,0.05,0.0,1,3,1,0,False,19,False,False,United States,1
nine-west.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,32,2783395847,1,0,0,0,0,48950,200,Apache,3.08,0.25,0.58,0.0,0.08,1,2,0,1,False,11,False,False,Germany,1
converseeshopsk.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,44,3304529156,1,0,0,0,0,41564,200,Apache,3.24,0.28,0.67,0.0,0.0,2,3,0,0,False,17,True,True,United States,1
eventspace.sk,"ACTIVE 24, s.r.o.",4.0,3.0,None,0,521079487,1,0,1,0,0,25234,200,nginx,3.18,0.31,0.62,0.0,0.0,1,4,0,0,False,12,False,False,Czechia,1
luxi.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,47,621391795,1,1,1,0,0,51013,200,openresty,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
karrimorobuv.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,75,1746210817,7,0,0,0,0,13335,403,cloudflare,3.32,0.33,0.6,0.0,0.0,1,2,0,0,False,14,True,False,Canada,1
eurovea.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,69,621391795,1,1,1,0,0,51013,200,openresty,3.12,0.5,0.4,0.0,0.0,2,2,0,0,False,9,False,False,Slovakia,0
eperia.sk,"+421 Web Services, s.r.o.",4.0,2.0,Let's Encrypt,27,621391773,1,1,1,0,1,51013,200,openresty,2.95,0.44,0.44,0.0,0.0,2,2,0,0,False,8,False,False,Slovakia,0
opravit.sk,QUANTUMS TECHNOLOGIES s. r. o.,4.0,2.0,None,0,1559292981,1,0,1,0,0,29405,200,Apache,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
gabiony-eshop.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,72,1746235393,7,0,0,0,0,13335,500,cloudflare,3.75,0.38,0.5,0.0,0.06,2,2,0,1,False,15,True,False,Canada,1
kosicehotel.sk,bart.sk s.r.o.,4.0,3.0,DigiCert Inc,45,1364799887,1,1,1,0,0,29405,200,Apache/2.4.62 (AlmaLinux) OpenSSL/3.2.2,3.24,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
martensbratislava.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,78,3304094130,1,0,0,0,0,41564,200,Apache,3.48,0.3,0.65,0.0,0.0,1,4,0,0,False,19,True,False,Germany,1
babysafari.sk,NETIM,4.0,3.0,Sectigo Limited,376,3116058937,1,1,1,0,0,62214,200,Apache,3.03,0.38,0.54,0.0,0.0,1,2,0,0,False,12,False,False,Hungary,0
babalac.sk,Websupport s.r.o.,4.0,1.0,ZeroSSL,54,3115908618,2,1,1,0,1,198627,200,nginx,2.65,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
skicertovica.sk,"Webglobe, a.s.",4.0,4.0,None,89,3562659912,1,1,1,0,1,12508,500,Apache,3.37,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
gov.sk,Národná agentúra pre sieťové a elektronické služby,4.0,3.0,None,83,3274817474,1,1,1,0,1,25373,200,None,2.58,0.17,0.67,0.0,0.0,1,2,0,0,False,5,False,False,Slovakia,0
program-bsk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,59,1296984067,1,1,1,0,1,15685,200,nginx,3.38,0.14,0.71,0.0,0.07,1,3,0,1,False,13,False,True,Czechia,1
pandoranaramkyakcia.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,43,1755317466,1,0,0,0,0,48950,200,Apache,3.36,0.41,0.55,0.0,0.0,2,2,0,0,False,21,False,False,United States,1
hotel-lipa-bojnice.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,75,621391812,1,1,1,0,1,51013,200,openresty,3.92,0.33,0.52,0.0,0.1,1,2,0,1,False,20,False,False,Slovakia,0
bateriecentrum.sk,"INTERNET CZ, a.s.",4.0,4.0,Let's Encrypt,82,3641752790,1,0,1,0,0,43541,200,Apache/2.4.57 (Debian),3.57,0.35,0.59,0.0,0.0,2,3,0,0,False,16,False,False,Czechia,0
giraltovce.sk,"WEBY GROUP, s.r.o.",4.0,4.0,Let's Encrypt,35,1383588041,1,1,1,0,1,5578,200,Apache,3.7,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
b4s.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,21,621391749,1,1,1,0,0,51013,200,openresty,2.25,0.0,0.67,0.17,0.0,0,2,1,0,False,5,False,False,Slovakia,0
produkty-bratislava.sk,Gransy s.r.o.,4.0,2.0,Google Trust Services,58,1746222234,2,0,1,0,0,13335,200,cloudflare,3.88,0.32,0.59,0.0,0.05,1,2,0,1,False,21,True,False,Canada,1
babynabytek.sk,Seonet Multimedia s.r.o.,4.0,3.0,Let's Encrypt,43,3107705069,1,1,1,0,1,43541,200,nginx,3.04,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Czechia,0
basetool.sk,NETIM,4.0,3.0,None,35,1742787686,1,1,1,1,1,133618,403,None,3.1,0.36,0.55,0.0,0.0,2,2,0,0,False,10,False,False,Australia,1
solovairtopanky.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,31,1746223105,7,0,0,0,0,13335,200,cloudflare,3.57,0.39,0.56,0.0,0.0,2,2,0,0,False,17,True,False,Canada,1
fontech.sk,"Webglobe, a.s.",4.0,2.0,Google Trust Services,64,1746216159,2,1,1,0,1,13335,200,cloudflare,3.32,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,False,Canada,0
brookspredaj.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,51,1746231297,7,0,0,0,0,13335,403,cloudflare,3.37,0.27,0.67,0.0,0.0,2,4,0,0,False,14,False,False,Canada,1
michaelkorsslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,39,3301229984,1,0,0,0,0,41564,200,Apache,3.59,0.3,0.65,0.0,0.0,2,4,0,0,False,22,True,False,Ireland,1
asicsteniskybratislava.sk,NETIM,4.0,4.0,ZeroSSL,60,3304065553,1,0,0,0,0,58065,403,nginx,3.51,0.36,0.6,0.0,0.0,1,3,0,0,False,24,True,False,United States,1
help1.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,2.0,Let's Encrypt,26,1559297298,1,1,1,0,0,29405,200,None,3.0,0.12,0.62,0.12,0.0,1,2,1,0,False,7,False,False,Slovakia,0
tedbakerskoutlet.sk,NETIM,4.0,3.0,ZeroSSL,70,2783420869,1,0,0,0,0,58065,403,nginx,3.39,0.32,0.63,0.0,0.0,2,3,0,0,False,18,True,False,Estonia,1
p7.sk,"Slovak Telekom, a.s.",4.0,3.0,None,0,1359135625,1,0,1,0,0,24806,200,cloudflare,2.32,0.0,0.6,0.2,0.0,0,2,1,0,False,4,False,False,Czechia,0
baloo.sk,"BACKBONE, s.r.o.",4.0,4.0,Let's Encrypt,74,3108161680,1,1,1,0,1,201702,200,None,2.75,0.38,0.5,0.0,0.0,2,2,0,0,False,7,False,False,Slovakia,0
caterpillarslovensko-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,76,3304536823,1,0,0,0,0,41564,200,Apache,3.72,0.27,0.65,0.0,0.04,1,3,0,1,False,25,True,True,Canada,1
mlyny-nitra.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,50,966371158,1,1,1,0,1,8075,200,nginx,3.52,0.29,0.57,0.0,0.07,1,2,0,1,False,13,False,False,Netherlands,0
kosicejuh.sk,Websupport s.r.o.,4.0,3.0,None,0,621391797,1,1,1,0,0,51013,0,None,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
bbaekonomic.sk,Websupport s.r.o.,4.0,3.0,None,71,621391813,1,1,1,0,0,51013,200,openresty,3.38,0.36,0.57,0.0,0.0,2,2,0,0,False,13,False,False,Slovakia,0
stahovaniebala.sk,"WebHouse, s.r.o.",3.0,3.0,Let's Encrypt,60,2297715599,1,0,1,0,0,20473,200,nginx,3.5,0.41,0.53,0.0,0.0,2,2,0,0,False,16,False,False,Germany,0
vetambraca.sk,"A.I.S., s.r.o.",4.0,3.0,Let's Encrypt,47,621391771,1,1,1,0,0,51013,200,openresty,3.33,0.31,0.62,0.0,0.0,1,3,0,0,False,12,False,False,Slovakia,0
hotelsmokovec.sk,"MYSTERY MACHINE, s.r.o.",4.0,3.0,None,0,772035755,1,1,1,1,1,24940,200,Apache/2,3.33,0.31,0.62,0.0,0.0,1,3,0,0,False,15,False,False,Germany,0
salomonbratislava.sk,NETIM,4.0,3.0,ZeroSSL,48,2783430851,1,0,0,0,0,58065,403,nginx,3.48,0.35,0.6,0.0,0.0,1,3,0,0,False,19,True,False,Estonia,1
snslp.sk,ZONER s.r.o.,4.0,3.0,Let's Encrypt,36,1514204372,1,1,1,0,1,15962,200,Apache/2.4.37 (centos) OpenSSL/1.1.1g,2.41,0.0,0.88,0.0,0.0,0,5,0,0,False,7,False,False,Slovakia,0
bbmatiu.sk,"WebCreators, s. r. o.",4.0,1.0,Let's Encrypt,68,3248704933,1,1,1,0,1,29405,200,nginx,3.12,0.3,0.6,0.0,0.0,2,3,0,0,False,9,False,False,Slovakia,0
laspalmas.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,72,55122796,2,0,1,0,0,16509,200,openresty,2.63,0.25,0.67,0.0,0.0,1,2,0,0,False,11,False,False,Germany,0
enviarch.sk,"ACTIVE 24, s.r.o.",4.0,2.0,Let's Encrypt,59,521079320,1,0,1,0,0,25234,200,nginx,3.46,0.27,0.64,0.0,0.0,2,3,0,0,False,10,False,False,Czechia,0
autoskolavav.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,50,621391805,1,1,1,0,0,51013,200,openresty,3.06,0.4,0.53,0.0,0.0,2,2,0,0,False,14,False,False,Slovakia,0
corghi.sk,"Webglobe, a.s.",4.0,3.0,None,21,3560513560,1,1,1,0,1,48689,200,nginx,3.17,0.22,0.67,0.0,0.0,1,3,0,0,False,8,False,False,Slovakia,0
vespakosice.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,80,621391812,1,1,1,0,0,51013,200,openresty,3.18,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
dm-dual.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,50,522144471,1,0,0,0,0,197019,200,Apache/2.4.29 (Ubuntu),3.12,0.2,0.6,0.0,0.1,2,2,0,1,False,9,False,False,Czechia,0
urpincity.sk,"ActivIT,s.r.o.",4.0,3.0,Sectigo Limited,342,3276841761,1,0,1,0,0,8778,200,nginx,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
bajecneatrakcie.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,33,621391772,1,1,1,0,0,51013,200,openresty,3.42,0.39,0.56,0.0,0.0,2,2,0,0,False,17,False,False,Slovakia,0
panorama.sk,Bc. Branislav Bibel,4.0,3.0,Let's Encrypt,35,2335933253,1,0,1,0,0,14061,200,Apache/2.4.18 (Ubuntu),3.03,0.36,0.55,0.0,0.0,1,2,0,0,False,10,False,False,Germany,0
poltar.sk,"INTERNET CZ, a.s.",4.0,1.0,None,0,1482057225,1,1,1,0,1,39392,0,None,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Czechia,0
mediaklik.com,None,None,None,None,0,1078249995,1,0,1,0,0,16686,404,Kestrel,3.24,0.38,0.54,0.0,0.0,2,2,0,0,False,12,False,False,Canada,0
vivaespana.sk,"WEDOS Internet, a.s.",4.0,3.0,Google Trust Services,57,2890118716,2,1,1,0,1,13335,200,cloudflare,3.03,0.38,0.54,0.0,0.0,2,2,0,0,False,12,False,False,Canada,1
cistiaren-bratislava.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,58,522097977,1,1,1,0,0,16019,200,Apache,3.59,0.35,0.57,0.0,0.04,2,2,0,1,False,22,True,False,Czechia,1
bemedi.sk,Gransy s.r.o.,2.0,2.0,Google Trust Services,85,1746219009,7,0,0,0,0,13335,404,cloudflare,2.95,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Canada,0
